"","id","type","condition","condition_contr_table","preferred_contribution","avg_group_contr"
"1658","73","CondCoop","PREF","cond9",40,80
"1659","191","CondCoop","RAND","cond9",80,80
"1660","123","CondCoop","PREF","cond9",20,80
"1661","77","CondCoop","PREF","cond9",40,80
"1662","139","CondCoop","PREF","cond9",80,80
"1663","109","CondCoop","PREF","cond9",100,80
"1664","28","CondCoop","STRAT","cond9",35,80
"1665","118","CondCoop","PREF","cond9",20,80
"1666","131","CondCoop","PREF","cond9",40,80
"1667","96","CondCoop","PREF","cond9",0,80
"1668","110","CondCoop","PREF","cond9",180,80
"1669","130","CondCoop","PREF","cond9",30,80
"1670","188","CondCoop","RAND","cond9",20,80
"1671","127","CondCoop","PREF","cond9",40,80
"1672","99","CondCoop","PREF","cond9",80,80
"1673","192","CondCoop","RAND","cond9",80,80
"1674","154","CondCoop","RAND","cond9",50,80
"1675","128","CondCoop","PREF","cond9",80,80
"1676","27","CondCoop","STRAT","cond9",30,80
"1677","136","CondCoop","PREF","cond9",130,80
"1678","126","CondCoop","PREF","cond9",0,80
"1679","46","CondCoop","STRAT","cond9",100,80
"1680","156","CondCoop","RAND","cond9",130,80
"1681","135","CondCoop","PREF","cond9",40,80
"1682","132","CondCoop","PREF","cond9",0,80
"1683","83","CondCoop","PREF","cond9",30,80
"1684","115","CondCoop","PREF","cond9",60,80
"1685","133","CondCoop","PREF","cond9",30,80
"1686","187","CondCoop","RAND","cond9",30,80
"1687","59","CondCoop","STRAT","cond9",80,80
"1688","141","Freerider","PREF","cond9",0,80
"1689","4","CondCoop","STRAT","cond9",80,80
"1690","117","Freerider","PREF","cond9",0,80
"1691","13","Others","STRAT","cond9",90,80
"1692","72","Others","STRAT","cond9",40,80
"1693","179","Freerider","RAND","cond9",0,80
"1694","170","UncondCoop","RAND","cond9",200,80
"1695","103","Freerider","PREF","cond9",0,80
"1696","48","CondCoop","STRAT","cond9",50,80
"1697","1","CondCoop","STRAT","cond9",40,80
"1698","52","CondCoop","STRAT","cond9",70,80
"1699","66","CondCoop","STRAT","cond9",80,80
"1700","124","Freerider","PREF","cond9",0,80
"1701","16","Others","STRAT","cond9",60,80
"1702","71","Freerider","STRAT","cond9",0,80
"1703","92","Freerider","PREF","cond9",0,80
"1704","33","Others","STRAT","cond9",0,80
"1705","3","CondCoop","STRAT","cond9",40,80
"1706","178","Freerider","RAND","cond9",20,80
"1707","69","Freerider","STRAT","cond9",0,80
"1708","169","Others","RAND","cond9",80,80
"1709","94","Freerider","PREF","cond9",0,80
"1710","19","Others","STRAT","cond9",20,80
"1711","26","CondCoop","STRAT","cond9",120,80
"1712","106","Freerider","PREF","cond9",0,80
"1713","180","CondCoop","RAND","cond9",60,80
"1714","137","Freerider","PREF","cond9",0,80
"1715","76","Freerider","PREF","cond9",0,80
"1716","171","Freerider","RAND","cond9",0,80
"1717","51","CondCoop","STRAT","cond9",40,80
"1718","32","CondCoop","STRAT","cond9",40,80
"1719","5","CondCoop","STRAT","cond9",20,80
"1720","34","CondCoop","STRAT","cond9",40,80
"1721","7","Freerider","STRAT","cond9",0,80
"1722","29","CondCoop","STRAT","cond9",100,80
"1723","64","CondCoop","STRAT","cond9",48,80
"1724","53","CondCoop","STRAT","cond9",100,80
"1725","49","CondCoop","STRAT","cond9",80,80
"1726","61","CondCoop","STRAT","cond9",30,80
"1727","17","CondCoop","STRAT","cond9",0,80
"1728","62","CondCoop","STRAT","cond9",40,80
"1729","173","CondCoop","RAND","cond10",90,90
"1730","172","CondCoop","RAND","cond10",90,90
"1731","159","Others","RAND","cond10",25,90
"1732","42","CondCoop","STRAT","cond10",45,90
"1733","70","CondCoop","STRAT","cond10",100,90
"1734","41","Freerider","STRAT","cond10",0,90
"1735","21","CondCoop","STRAT","cond10",80,90
"1736","56","Others","STRAT","cond10",70,90
"1737","125","Freerider","PREF","cond10",9,90
"1738","12","Freerider","STRAT","cond10",0,90
"1739","2","UncondCoop","STRAT","cond10",200,90
"1740","11","CondCoop","STRAT","cond10",100,90
"1741","174","Freerider","RAND","cond10",30,90
"1742","23","CondCoop","STRAT","cond10",45,90
"1743","116","CondCoop","PREF","cond10",130,90
"1744","138","Freerider","PREF","cond10",5,90
"1745","157","Freerider","RAND","cond10",0,90
"1746","38","Others","STRAT","cond10",80,90
"1747","44","CondCoop","STRAT","cond10",10,90
"1748","142","Others","PREF","cond10",100,90
"1749","8","CondCoop","STRAT","cond10",90,90
"1750","87","Freerider","PREF","cond10",0,90
"1751","57","CondCoop","STRAT","cond10",30,90
"1752","31","Freerider","STRAT","cond10",20,90
"1753","149","Freerider","RAND","cond10",0,90
"1754","152","CondCoop","RAND","cond10",90,90
"1755","177","Freerider","RAND","cond10",0,90
"1756","162","Others","RAND","cond10",90,90
"1757","37","Freerider","STRAT","cond10",0,90
"1758","145","Freerider","RAND","cond10",20,90
"1759","45","CondCoop","STRAT","cond10",90,90
"1760","147","CondCoop","RAND","cond10",70,90
"1761","35","Freerider","STRAT","cond10",0,90
"1762","105","Others","PREF","cond10",110,90
"1763","185","CondCoop","RAND","cond10",100,90
"1764","40","Freerider","STRAT","cond10",0,90
"1765","163","CondCoop","RAND","cond10",90,90
"1766","68","CondCoop","STRAT","cond10",45,90
"1767","10","CondCoop","STRAT","cond10",90,90
"1768","63","Others","STRAT","cond10",10,90
"1769","160","Freerider","RAND","cond10",0,90
"1770","97","CondCoop","PREF","cond10",45,90
"1771","114","Others","PREF","cond10",40,90
"1772","176","Others","RAND","cond10",100,90
"1773","9","UncondCoop","STRAT","cond10",100,90
"1774","50","CondCoop","STRAT","cond10",115,90
"1775","111","Others","PREF","cond10",200,90
"1776","91","Freerider","PREF","cond10",0,90
"1777","67","Freerider","STRAT","cond10",0,90
"1778","151","Others","RAND","cond10",200,90
"1779","58","Others","STRAT","cond10",100,90
"1780","22","Others","STRAT","cond10",101,90
"1781","158","Freerider","RAND","cond10",0,90
"1782","85","Others","PREF","cond10",60,90
"1783","148","CondCoop","RAND","cond10",90,90
"1784","6","Freerider","STRAT","cond10",10,90
"1785","183","CondCoop","RAND","cond10",1,90
"1786","121","Freerider","PREF","cond10",0,90
"1787","104","Freerider","PREF","cond10",0,90
"1788","181","Freerider","RAND","cond10",0,90
"1789","100","Freerider","PREF","cond10",10,90
"1790","108","Freerider","PREF","cond10",0,90
"1791","80","Freerider","PREF","cond10",0,90
"1792","30","UncondCoop","STRAT","cond10",20,90
"1793","60","Freerider","STRAT","cond10",90,90
"1794","88","UncondCoop","PREF","cond10",200,90
"1795","15","CondCoop","STRAT","cond10",45,90
"1796","107","Others","PREF","cond10",50,90
"1797","79","Others","PREF","cond10",120,90
"1798","39","CondCoop","STRAT","cond10",35,90
"1799","119","Freerider","PREF","cond10",0,90
"1800","47","Freerider","STRAT","cond10",10,90
"1801","120","Freerider","PREF","cond10",0,90
"1802","122","Freerider","PREF","cond10",0,90
"1803","150","CondCoop","RAND","cond10",160,90
"1804","168","CondCoop","RAND","cond10",90,90
"1805","55","Freerider","STRAT","cond10",0,90
"1806","112","Freerider","PREF","cond10",0,90
"1807","182","CondCoop","RAND","cond10",90,90
"1808","65","Others","STRAT","cond10",130,90
"1809","24","CondCoop","STRAT","cond10",50,90
"1810","134","Others","PREF","cond10",0,90
"1811","144","Freerider","PREF","cond10",0,90
"1812","143","Others","PREF","cond10",45,90
"1813","25","Others","STRAT","cond10",90,90
"1814","153","CondCoop","RAND","cond10",20,90
"1815","165","Freerider","RAND","cond10",0,90
"1816","129","Freerider","PREF","cond10",0,90
"1817","161","CondCoop","RAND","cond10",100,90
"1818","113","Others","PREF","cond10",100,90
"1819","146","Others","RAND","cond10",10,90
"1820","89","Freerider","PREF","cond10",0,90
"1821","20","CondCoop","STRAT","cond10",200,90
"1822","43","CondCoop","STRAT","cond10",0,90
"1823","175","Others","RAND","cond10",160,90
"1824","167","Others","RAND","cond10",100,90
"1825","166","CondCoop","RAND","cond10",140,90
"1826","184","Freerider","RAND","cond10",0,90
"1827","95","Others","PREF","cond10",150,90
"1828","14","Freerider","STRAT","cond10",0,90
"1829","164","Others","RAND","cond10",45,90
"1830","54","Others","STRAT","cond10",0,90
"1831","186","CondCoop","RAND","cond10",50,90
"1832","18","Freerider","STRAT","cond10",20,90
"1833","84","Freerider","PREF","cond10",0,90
"1834","101","Others","PREF","cond10",90,90
"1835","36","Freerider","STRAT","cond10",0,90
"1836","98","Freerider","PREF","cond10",0,90
"1837","86","CondCoop","PREF","cond10",90,90
"1838","82","CondCoop","PREF","cond10",100,90
"1839","78","CondCoop","PREF","cond10",80,90
"1840","155","CondCoop","RAND","cond10",70,90
"1841","190","CondCoop","RAND","cond10",40,90
"1842","74","CondCoop","PREF","cond10",90,90
"1843","90","CondCoop","PREF","cond10",80,90
"1844","140","CondCoop","PREF","cond10",90,90
"1845","102","CondCoop","PREF","cond10",90,90
"1846","189","CondCoop","RAND","cond10",89,90
"1847","93","CondCoop","PREF","cond10",100,90
"1848","75","CondCoop","PREF","cond10",100,90
"1849","81","CondCoop","PREF","cond10",50,90
"1850","73","CondCoop","PREF","cond10",45,90
"1851","191","CondCoop","RAND","cond10",90,90
"1852","123","CondCoop","PREF","cond10",30,90
"1853","77","CondCoop","PREF","cond10",40,90
"1854","139","CondCoop","PREF","cond10",90,90
"1855","109","CondCoop","PREF","cond10",100,90
"1856","28","CondCoop","STRAT","cond10",40,90
"1857","118","CondCoop","PREF","cond10",45,90
"1858","131","CondCoop","PREF","cond10",45,90
"1859","96","CondCoop","PREF","cond10",0,90
"1860","110","CondCoop","PREF","cond10",190,90
"1861","130","CondCoop","PREF","cond10",40,90
"1862","188","CondCoop","RAND","cond10",30,90
"1863","127","CondCoop","PREF","cond10",40,90
"1864","99","CondCoop","PREF","cond10",90,90
"1865","192","CondCoop","RAND","cond10",90,90
"1866","154","CondCoop","RAND","cond10",50,90
"1867","128","CondCoop","PREF","cond10",90,90
"1868","27","CondCoop","STRAT","cond10",50,90
"1869","136","CondCoop","PREF","cond10",150,90
"1870","126","CondCoop","PREF","cond10",0,90
"1871","46","CondCoop","STRAT","cond10",100,90
"1872","156","CondCoop","RAND","cond10",150,90
"1873","135","CondCoop","PREF","cond10",45,90
"1874","132","CondCoop","PREF","cond10",0,90
"1875","83","CondCoop","PREF","cond10",30,90
"1876","115","CondCoop","PREF","cond10",100,90
"1877","133","CondCoop","PREF","cond10",30,90
"1878","187","CondCoop","RAND","cond10",30,90
"1879","59","CondCoop","STRAT","cond10",90,90
"1880","141","Freerider","PREF","cond10",0,90
"1881","4","CondCoop","STRAT","cond10",90,90
"1882","117","Freerider","PREF","cond10",0,90
"1883","13","Others","STRAT","cond10",100,90
"1884","72","Others","STRAT","cond10",45,90
"1885","179","Freerider","RAND","cond10",0,90
"1886","170","UncondCoop","RAND","cond10",200,90
"1887","103","Freerider","PREF","cond10",0,90
"1888","48","CondCoop","STRAT","cond10",55,90
"1889","1","CondCoop","STRAT","cond10",45,90
"1890","52","CondCoop","STRAT","cond10",80,90
"1891","66","CondCoop","STRAT","cond10",90,90
"1892","124","Freerider","PREF","cond10",0,90
"1893","16","Others","STRAT","cond10",70,90
"1894","71","Freerider","STRAT","cond10",0,90
"1895","92","Freerider","PREF","cond10",0,90
"1896","33","Others","STRAT","cond10",0,90
"1897","3","CondCoop","STRAT","cond10",45,90
"1898","178","Freerider","RAND","cond10",20,90
"1899","69","Freerider","STRAT","cond10",0,90
"1900","169","Others","RAND","cond10",90,90
"1901","94","Freerider","PREF","cond10",0,90
"1902","19","Others","STRAT","cond10",10,90
"1903","26","CondCoop","STRAT","cond10",135,90
"1904","106","Freerider","PREF","cond10",0,90
"1905","180","CondCoop","RAND","cond10",70,90
"1906","137","Freerider","PREF","cond10",0,90
"1907","76","Freerider","PREF","cond10",0,90
"1908","171","Freerider","RAND","cond10",0,90
"1909","51","CondCoop","STRAT","cond10",45,90
"1910","32","CondCoop","STRAT","cond10",40,90
"1911","5","CondCoop","STRAT","cond10",30,90
"1912","34","CondCoop","STRAT","cond10",40,90
"1913","7","Freerider","STRAT","cond10",0,90
"1914","29","CondCoop","STRAT","cond10",100,90
"1915","64","CondCoop","STRAT","cond10",54,90
"1916","53","CondCoop","STRAT","cond10",110,90
"1917","49","CondCoop","STRAT","cond10",90,90
"1918","61","CondCoop","STRAT","cond10",30,90
"1919","17","CondCoop","STRAT","cond10",0,90
"1920","62","CondCoop","STRAT","cond10",60,90
"1921","173","CondCoop","RAND","cond11",100,100
"1922","172","CondCoop","RAND","cond11",100,100
"1923","159","Others","RAND","cond11",25,100
"1924","42","CondCoop","STRAT","cond11",50,100
"1925","70","CondCoop","STRAT","cond11",110,100
"1926","41","Freerider","STRAT","cond11",0,100
"1927","21","CondCoop","STRAT","cond11",100,100
"1928","56","Others","STRAT","cond11",45,100
"1929","125","Freerider","PREF","cond11",10,100
"1930","12","Freerider","STRAT","cond11",0,100
"1931","2","UncondCoop","STRAT","cond11",200,100
"1932","11","CondCoop","STRAT","cond11",100,100
"1933","174","Freerider","RAND","cond11",30,100
"1934","23","CondCoop","STRAT","cond11",55,100
"1935","116","CondCoop","PREF","cond11",140,100
"1936","138","Freerider","PREF","cond11",7,100
"1937","157","Freerider","RAND","cond11",0,100
"1938","38","Others","STRAT","cond11",45,100
"1939","44","CondCoop","STRAT","cond11",10,100
"1940","142","Others","PREF","cond11",50,100
"1941","8","CondCoop","STRAT","cond11",100,100
"1942","87","Freerider","PREF","cond11",0,100
"1943","57","CondCoop","STRAT","cond11",50,100
"1944","31","Freerider","STRAT","cond11",0,100
"1945","149","Freerider","RAND","cond11",0,100
"1946","152","CondCoop","RAND","cond11",100,100
"1947","177","Freerider","RAND","cond11",0,100
"1948","162","Others","RAND","cond11",90,100
"1949","37","Freerider","STRAT","cond11",0,100
"1950","145","Freerider","RAND","cond11",20,100
"1951","45","CondCoop","STRAT","cond11",100,100
"1952","147","CondCoop","RAND","cond11",80,100
"1953","35","Freerider","STRAT","cond11",0,100
"1954","105","Others","PREF","cond11",100,100
"1955","185","CondCoop","RAND","cond11",90,100
"1956","40","Freerider","STRAT","cond11",0,100
"1957","163","CondCoop","RAND","cond11",100,100
"1958","68","CondCoop","STRAT","cond11",50,100
"1959","10","CondCoop","STRAT","cond11",100,100
"1960","63","Others","STRAT","cond11",0,100
"1961","160","Freerider","RAND","cond11",0,100
"1962","97","CondCoop","PREF","cond11",50,100
"1963","114","Others","PREF","cond11",45,100
"1964","176","Others","RAND","cond11",110,100
"1965","9","UncondCoop","STRAT","cond11",100,100
"1966","50","CondCoop","STRAT","cond11",120,100
"1967","111","Others","PREF","cond11",200,100
"1968","91","Freerider","PREF","cond11",0,100
"1969","67","Freerider","STRAT","cond11",0,100
"1970","151","Others","RAND","cond11",200,100
"1971","58","Others","STRAT","cond11",90,100
"1972","22","Others","STRAT","cond11",99,100
"1973","158","Freerider","RAND","cond11",0,100
"1974","85","Others","PREF","cond11",70,100
"1975","148","CondCoop","RAND","cond11",100,100
"1976","6","Freerider","STRAT","cond11",10,100
"1977","183","CondCoop","RAND","cond11",1,100
"1978","121","Freerider","PREF","cond11",0,100
"1979","104","Freerider","PREF","cond11",0,100
"1980","181","Freerider","RAND","cond11",0,100
"1981","100","Freerider","PREF","cond11",10,100
"1982","108","Freerider","PREF","cond11",0,100
"1983","80","Freerider","PREF","cond11",0,100
"1984","30","UncondCoop","STRAT","cond11",20,100
"1985","60","Freerider","STRAT","cond11",0,100
"1986","88","UncondCoop","PREF","cond11",200,100
"1987","15","CondCoop","STRAT","cond11",50,100
"1988","107","Others","PREF","cond11",10,100
"1989","79","Others","PREF","cond11",120,100
"1990","39","CondCoop","STRAT","cond11",40,100
"1991","119","Freerider","PREF","cond11",0,100
"1992","47","Freerider","STRAT","cond11",10,100
"1993","120","Freerider","PREF","cond11",0,100
"1994","122","Freerider","PREF","cond11",0,100
"1995","150","CondCoop","RAND","cond11",180,100
"1996","168","CondCoop","RAND","cond11",100,100
"1997","55","Freerider","STRAT","cond11",0,100
"1998","112","Freerider","PREF","cond11",40,100
"1999","182","CondCoop","RAND","cond11",100,100
"2000","65","Others","STRAT","cond11",100,100
"2001","24","CondCoop","STRAT","cond11",60,100
"2002","134","Others","PREF","cond11",0,100
"2003","144","Freerider","PREF","cond11",50,100
"2004","143","Others","PREF","cond11",50,100
"2005","25","Others","STRAT","cond11",100,100
"2006","153","CondCoop","RAND","cond11",40,100
"2007","165","Freerider","RAND","cond11",0,100
"2008","129","Freerider","PREF","cond11",0,100
"2009","161","CondCoop","RAND","cond11",100,100
"2010","113","Others","PREF","cond11",100,100
"2011","146","Others","RAND","cond11",30,100
"2012","89","Freerider","PREF","cond11",0,100
"2013","20","CondCoop","STRAT","cond11",200,100
"2014","43","CondCoop","STRAT","cond11",0,100
"2015","175","Others","RAND","cond11",120,100
"2016","167","Others","RAND","cond11",120,100
"2017","166","CondCoop","RAND","cond11",140,100
"2018","184","Freerider","RAND","cond11",0,100
"2019","95","Others","PREF","cond11",170,100
"2020","14","Freerider","STRAT","cond11",0,100
"2021","164","Others","RAND","cond11",50,100
"2022","54","Others","STRAT","cond11",0,100
"2023","186","CondCoop","RAND","cond11",100,100
"2024","18","Freerider","STRAT","cond11",20,100
"2025","84","Freerider","PREF","cond11",0,100
"2026","101","Others","PREF","cond11",100,100
"2027","36","Freerider","STRAT","cond11",0,100
"2028","98","Freerider","PREF","cond11",0,100
"2029","86","CondCoop","PREF","cond11",100,100
"2030","82","CondCoop","PREF","cond11",110,100
"2031","78","CondCoop","PREF","cond11",90,100
"2032","155","CondCoop","RAND","cond11",70,100
"2033","190","CondCoop","RAND","cond11",45,100
"2034","74","CondCoop","PREF","cond11",100,100
"2035","90","CondCoop","PREF","cond11",80,100
"2036","140","CondCoop","PREF","cond11",100,100
"2037","102","CondCoop","PREF","cond11",105,100
"2038","189","CondCoop","RAND","cond11",99,100
"2039","93","CondCoop","PREF","cond11",100,100
"2040","75","CondCoop","PREF","cond11",100,100
"2041","81","CondCoop","PREF","cond11",80,100
"2042","73","CondCoop","PREF","cond11",50,100
"2043","191","CondCoop","RAND","cond11",100,100
"2044","123","CondCoop","PREF","cond11",30,100
"2045","77","CondCoop","PREF","cond11",100,100
"2046","139","CondCoop","PREF","cond11",100,100
"2047","109","CondCoop","PREF","cond11",100,100
"2048","28","CondCoop","STRAT","cond11",45,100
"2049","118","CondCoop","PREF","cond11",25,100
"2050","131","CondCoop","PREF","cond11",50,100
"2051","96","CondCoop","PREF","cond11",0,100
"2052","110","CondCoop","PREF","cond11",200,100
"2053","130","CondCoop","PREF","cond11",50,100
"2054","188","CondCoop","RAND","cond11",30,100
"2055","127","CondCoop","PREF","cond11",50,100
"2056","99","CondCoop","PREF","cond11",100,100
"2057","192","CondCoop","RAND","cond11",100,100
"2058","154","CondCoop","RAND","cond11",50,100
"2059","128","CondCoop","PREF","cond11",100,100
"2060","27","CondCoop","STRAT","cond11",60,100
"2061","136","CondCoop","PREF","cond11",150,100
"2062","126","CondCoop","PREF","cond11",0,100
