"","id","type","condition","condition_contr_table","preferred_contribution","avg_group_contr"
"2075","13","Others","STRAT","cond11",0,100
"2076","72","Others","STRAT","cond11",50,100
"2077","179","Freerider","RAND","cond11",0,100
"2078","170","UncondCoop","RAND","cond11",200,100
"2079","103","Freerider","PREF","cond11",0,100
"2080","48","CondCoop","STRAT","cond11",40,100
"2081","1","CondCoop","STRAT","cond11",50,100
"2082","52","CondCoop","STRAT","cond11",80,100
"2083","66","CondCoop","STRAT","cond11",100,100
"2084","124","Freerider","PREF","cond11",0,100
"2085","16","Others","STRAT","cond11",80,100
"2086","71","Freerider","STRAT","cond11",0,100
"2087","92","Freerider","PREF","cond11",0,100
"2088","33","Others","STRAT","cond11",0,100
"2089","3","CondCoop","STRAT","cond11",50,100
"2090","178","Freerider","RAND","cond11",20,100
"2091","69","Freerider","STRAT","cond11",0,100
"2092","169","Others","RAND","cond11",100,100
"2093","94","Freerider","PREF","cond11",0,100
"2094","19","Others","STRAT","cond11",0,100
"2095","26","CondCoop","STRAT","cond11",150,100
"2096","106","Freerider","PREF","cond11",0,100
"2097","180","CondCoop","RAND","cond11",100,100
"2098","137","Freerider","PREF","cond11",0,100
"2099","76","Freerider","PREF","cond11",0,100
"2100","171","Freerider","RAND","cond11",0,100
"2101","51","CondCoop","STRAT","cond11",50,100
"2102","32","CondCoop","STRAT","cond11",40,100
"2103","5","CondCoop","STRAT","cond11",40,100
"2104","34","CondCoop","STRAT","cond11",40,100
"2105","7","Freerider","STRAT","cond11",0,100
"2106","29","CondCoop","STRAT","cond11",150,100
"2107","64","CondCoop","STRAT","cond11",60,100
"2108","53","CondCoop","STRAT","cond11",130,100
"2109","49","CondCoop","STRAT","cond11",100,100
"2110","61","CondCoop","STRAT","cond11",50,100
"2111","17","CondCoop","STRAT","cond11",100,100
"2112","62","CondCoop","STRAT","cond11",70,100
"2113","173","CondCoop","RAND","cond12",110,110
"2114","172","CondCoop","RAND","cond12",110,110
"2115","159","Others","RAND","cond12",30,110
"2116","42","CondCoop","STRAT","cond12",50,110
"2117","70","CondCoop","STRAT","cond12",120,110
"2118","41","Freerider","STRAT","cond12",0,110
"2119","21","CondCoop","STRAT","cond12",100,110
"2120","56","Others","STRAT","cond12",13,110
"2121","125","Freerider","PREF","cond12",11,110
"2122","12","Freerider","STRAT","cond12",0,110
"2123","2","UncondCoop","STRAT","cond12",200,110
"2124","11","CondCoop","STRAT","cond12",100,110
"2125","174","Freerider","RAND","cond12",30,110
"2126","23","CondCoop","STRAT","cond12",60,110
"2127","116","CondCoop","PREF","cond12",150,110
"2128","138","Freerider","PREF","cond12",7,110
"2129","157","Freerider","RAND","cond12",0,110
"2130","38","Others","STRAT","cond12",50,110
"2131","44","CondCoop","STRAT","cond12",10,110
"2132","142","Others","PREF","cond12",20,110
"2133","8","CondCoop","STRAT","cond12",110,110
"2134","87","Freerider","PREF","cond12",0,110
"2135","57","CondCoop","STRAT","cond12",50,110
"2136","31","Freerider","STRAT","cond12",0,110
"2137","149","Freerider","RAND","cond12",0,110
"2138","152","CondCoop","RAND","cond12",80,110
"2139","177","Freerider","RAND","cond12",0,110
"2140","162","Others","RAND","cond12",50,110
"2141","37","Freerider","STRAT","cond12",0,110
"2142","145","Freerider","RAND","cond12",20,110
"2143","45","CondCoop","STRAT","cond12",110,110
"2144","147","CondCoop","RAND","cond12",100,110
"2145","35","Freerider","STRAT","cond12",0,110
"2146","105","Others","PREF","cond12",90,110
"2147","185","CondCoop","RAND","cond12",100,110
"2148","40","Freerider","STRAT","cond12",0,110
"2149","163","CondCoop","RAND","cond12",110,110
"2150","68","CondCoop","STRAT","cond12",55,110
"2151","10","CondCoop","STRAT","cond12",110,110
"2152","63","Others","STRAT","cond12",30,110
"2153","160","Freerider","RAND","cond12",0,110
"2154","97","CondCoop","PREF","cond12",55,110
"2155","114","Others","PREF","cond12",30,110
"2156","176","Others","RAND","cond12",100,110
"2157","9","UncondCoop","STRAT","cond12",150,110
"2158","50","CondCoop","STRAT","cond12",150,110
"2159","111","Others","PREF","cond12",200,110
"2160","91","Freerider","PREF","cond12",0,110
"2161","67","Freerider","STRAT","cond12",0,110
"2162","151","Others","RAND","cond12",200,110
"2163","58","Others","STRAT","cond12",100,110
"2164","22","Others","STRAT","cond12",185,110
"2165","158","Freerider","RAND","cond12",0,110
"2166","85","Others","PREF","cond12",80,110
"2167","148","CondCoop","RAND","cond12",110,110
"2168","6","Freerider","STRAT","cond12",0,110
"2169","183","CondCoop","RAND","cond12",50,110
"2170","121","Freerider","PREF","cond12",0,110
"2171","104","Freerider","PREF","cond12",0,110
"2172","181","Freerider","RAND","cond12",0,110
"2173","100","Freerider","PREF","cond12",10,110
"2174","108","Freerider","PREF","cond12",0,110
"2175","80","Freerider","PREF","cond12",0,110
"2176","30","UncondCoop","STRAT","cond12",20,110
"2177","60","Freerider","STRAT","cond12",0,110
"2178","88","UncondCoop","PREF","cond12",200,110
"2179","15","CondCoop","STRAT","cond12",55,110
"2180","107","Others","PREF","cond12",10,110
"2181","79","Others","PREF","cond12",140,110
"2182","39","CondCoop","STRAT","cond12",45,110
"2183","119","Freerider","PREF","cond12",0,110
"2184","47","Freerider","STRAT","cond12",10,110
"2185","120","Freerider","PREF","cond12",0,110
"2186","122","Freerider","PREF","cond12",0,110
"2187","150","CondCoop","RAND","cond12",170,110
"2188","168","CondCoop","RAND","cond12",110,110
"2189","55","Freerider","STRAT","cond12",0,110
"2190","112","Freerider","PREF","cond12",0,110
"2191","182","CondCoop","RAND","cond12",110,110
"2192","65","Others","STRAT","cond12",100,110
"2193","24","CondCoop","STRAT","cond12",65,110
"2194","134","Others","PREF","cond12",0,110
"2195","144","Freerider","PREF","cond12",0,110
"2196","143","Others","PREF","cond12",50,110
"2197","25","Others","STRAT","cond12",110,110
"2198","153","CondCoop","RAND","cond12",50,110
"2199","165","Freerider","RAND","cond12",0,110
"2200","129","Freerider","PREF","cond12",0,110
"2201","161","CondCoop","RAND","cond12",100,110
"2202","113","Others","PREF","cond12",0,110
"2203","146","Others","RAND","cond12",20,110
"2204","89","Freerider","PREF","cond12",0,110
"2205","20","CondCoop","STRAT","cond12",200,110
"2206","43","CondCoop","STRAT","cond12",50,110
"2207","175","Others","RAND","cond12",140,110
"2208","167","Others","RAND","cond12",120,110
"2209","166","CondCoop","RAND","cond12",120,110
"2210","184","Freerider","RAND","cond12",0,110
"2211","95","Others","PREF","cond12",60,110
"2212","14","Freerider","STRAT","cond12",0,110
"2213","164","Others","RAND","cond12",55,110
"2214","54","Others","STRAT","cond12",0,110
"2215","186","CondCoop","RAND","cond12",100,110
"2216","18","Freerider","STRAT","cond12",20,110
"2217","84","Freerider","PREF","cond12",0,110
"2218","101","Others","PREF","cond12",110,110
"2219","36","Freerider","STRAT","cond12",0,110
"2220","98","Freerider","PREF","cond12",0,110
"2221","86","CondCoop","PREF","cond12",110,110
"2222","82","CondCoop","PREF","cond12",120,110
"2223","78","CondCoop","PREF","cond12",100,110
"2224","155","CondCoop","RAND","cond12",70,110
"2225","190","CondCoop","RAND","cond12",50,110
"2226","74","CondCoop","PREF","cond12",110,110
"2227","90","CondCoop","PREF","cond12",80,110
"2228","140","CondCoop","PREF","cond12",110,110
"2229","102","CondCoop","PREF","cond12",110,110
"2230","189","CondCoop","RAND","cond12",109,110
"2231","93","CondCoop","PREF","cond12",110,110
"2232","75","CondCoop","PREF","cond12",100,110
"2233","81","CondCoop","PREF","cond12",80,110
"2234","73","CondCoop","PREF","cond12",50,110
"2235","191","CondCoop","RAND","cond12",100,110
"2236","123","CondCoop","PREF","cond12",30,110
"2237","77","CondCoop","PREF","cond12",40,110
"2238","139","CondCoop","PREF","cond12",100,110
"2239","109","CondCoop","PREF","cond12",100,110
"2240","28","CondCoop","STRAT","cond12",50,110
"2241","118","CondCoop","PREF","cond12",55,110
"2242","131","CondCoop","PREF","cond12",55,110
"2243","96","CondCoop","PREF","cond12",0,110
"2244","110","CondCoop","PREF","cond12",200,110
"2245","130","CondCoop","PREF","cond12",90,110
"2246","188","CondCoop","RAND","cond12",40,110
"2247","127","CondCoop","PREF","cond12",40,110
"2248","99","CondCoop","PREF","cond12",110,110
"2249","192","CondCoop","RAND","cond12",110,110
"2250","154","CondCoop","RAND","cond12",50,110
"2251","128","CondCoop","PREF","cond12",110,110
"2252","27","CondCoop","STRAT","cond12",50,110
"2253","136","CondCoop","PREF","cond12",150,110
"2254","126","CondCoop","PREF","cond12",0,110
"2255","46","CondCoop","STRAT","cond12",100,110
"2256","156","CondCoop","RAND","cond12",170,110
"2257","135","CondCoop","PREF","cond12",55,110
"2258","132","CondCoop","PREF","cond12",30,110
"2259","83","CondCoop","PREF","cond12",40,110
"2260","115","CondCoop","PREF","cond12",130,110
"2261","133","CondCoop","PREF","cond12",50,110
"2262","187","CondCoop","RAND","cond12",30,110
"2263","59","CondCoop","STRAT","cond12",110,110
"2264","141","Freerider","PREF","cond12",0,110
"2265","4","CondCoop","STRAT","cond12",110,110
"2266","117","Freerider","PREF","cond12",0,110
"2267","13","Others","STRAT","cond12",70,110
"2268","72","Others","STRAT","cond12",45,110
"2269","179","Freerider","RAND","cond12",0,110
"2270","170","UncondCoop","RAND","cond12",200,110
"2271","103","Freerider","PREF","cond12",0,110
"2272","48","CondCoop","STRAT","cond12",45,110
"2273","1","CondCoop","STRAT","cond12",110,110
"2274","52","CondCoop","STRAT","cond12",80,110
"2275","66","CondCoop","STRAT","cond12",110,110
"2276","124","Freerider","PREF","cond12",0,110
"2277","16","Others","STRAT","cond12",70,110
"2278","71","Freerider","STRAT","cond12",0,110
"2279","92","Freerider","PREF","cond12",0,110
"2280","33","Others","STRAT","cond12",0,110
"2281","3","CondCoop","STRAT","cond12",110,110
"2282","178","Freerider","RAND","cond12",20,110
"2283","69","Freerider","STRAT","cond12",0,110
"2284","169","Others","RAND","cond12",110,110
"2285","94","Freerider","PREF","cond12",0,110
"2286","19","Others","STRAT","cond12",10,110
"2287","26","CondCoop","STRAT","cond12",165,110
"2288","106","Freerider","PREF","cond12",0,110
"2289","180","CondCoop","RAND","cond12",80,110
"2290","137","Freerider","PREF","cond12",0,110
"2291","76","Freerider","PREF","cond12",0,110
"2292","171","Freerider","RAND","cond12",0,110
"2293","51","CondCoop","STRAT","cond12",55,110
"2294","32","CondCoop","STRAT","cond12",50,110
"2295","5","CondCoop","STRAT","cond12",100,110
"2296","34","CondCoop","STRAT","cond12",50,110
"2297","7","Freerider","STRAT","cond12",0,110
"2298","29","CondCoop","STRAT","cond12",150,110
"2299","64","CondCoop","STRAT","cond12",66,110
"2300","53","CondCoop","STRAT","cond12",130,110
"2301","49","CondCoop","STRAT","cond12",110,110
"2302","61","CondCoop","STRAT","cond12",50,110
"2303","17","CondCoop","STRAT","cond12",100,110
"2304","62","CondCoop","STRAT","cond12",80,110
"2305","173","CondCoop","RAND","cond13",120,120
"2306","172","CondCoop","RAND","cond13",120,120
"2307","159","Others","RAND","cond13",30,120
"2308","42","CondCoop","STRAT","cond13",60,120
"2309","70","CondCoop","STRAT","cond13",130,120
"2310","41","Freerider","STRAT","cond13",0,120
"2311","21","CondCoop","STRAT","cond13",120,120
"2312","56","Others","STRAT","cond13",25,120
"2313","125","Freerider","PREF","cond13",12,120
"2314","12","Freerider","STRAT","cond13",0,120
"2315","2","UncondCoop","STRAT","cond13",200,120
"2316","11","CondCoop","STRAT","cond13",100,120
"2317","174","Freerider","RAND","cond13",30,120
"2318","23","CondCoop","STRAT","cond13",65,120
"2319","116","CondCoop","PREF","cond13",150,120
"2320","138","Freerider","PREF","cond13",7,120
"2321","157","Freerider","RAND","cond13",0,120
"2322","38","Others","STRAT","cond13",60,120
"2323","44","CondCoop","STRAT","cond13",10,120
"2324","142","Others","PREF","cond13",100,120
"2325","8","CondCoop","STRAT","cond13",120,120
"2326","87","Freerider","PREF","cond13",0,120
"2327","57","CondCoop","STRAT","cond13",50,120
"2328","31","Freerider","STRAT","cond13",0,120
"2329","149","Freerider","RAND","cond13",0,120
"2330","152","CondCoop","RAND","cond13",80,120
"2331","177","Freerider","RAND","cond13",0,120
"2332","162","Others","RAND","cond13",50,120
"2333","37","Freerider","STRAT","cond13",0,120
"2334","145","Freerider","RAND","cond13",20,120
"2335","45","CondCoop","STRAT","cond13",120,120
"2336","147","CondCoop","RAND","cond13",110,120
"2337","35","Freerider","STRAT","cond13",0,120
"2338","105","Others","PREF","cond13",80,120
"2339","185","CondCoop","RAND","cond13",100,120
"2340","40","Freerider","STRAT","cond13",0,120
"2341","163","CondCoop","RAND","cond13",120,120
"2342","68","CondCoop","STRAT","cond13",60,120
"2343","10","CondCoop","STRAT","cond13",120,120
"2344","63","Others","STRAT","cond13",30,120
"2345","160","Freerider","RAND","cond13",0,120
"2346","97","CondCoop","PREF","cond13",60,120
"2347","114","Others","PREF","cond13",30,120
"2348","176","Others","RAND","cond13",90,120
"2349","9","UncondCoop","STRAT","cond13",150,120
"2350","50","CondCoop","STRAT","cond13",140,120
"2351","111","Others","PREF","cond13",200,120
"2352","91","Freerider","PREF","cond13",0,120
"2353","67","Freerider","STRAT","cond13",0,120
"2354","151","Others","RAND","cond13",200,120
"2355","58","Others","STRAT","cond13",50,120
"2356","22","Others","STRAT","cond13",80,120
"2357","158","Freerider","RAND","cond13",0,120
"2358","85","Others","PREF","cond13",90,120
"2359","148","CondCoop","RAND","cond13",120,120
"2360","6","Freerider","STRAT","cond13",0,120
"2361","183","CondCoop","RAND","cond13",50,120
"2362","121","Freerider","PREF","cond13",0,120
"2363","104","Freerider","PREF","cond13",0,120
"2364","181","Freerider","RAND","cond13",0,120
"2365","100","Freerider","PREF","cond13",10,120
"2366","108","Freerider","PREF","cond13",0,120
"2367","80","Freerider","PREF","cond13",0,120
"2368","30","UncondCoop","STRAT","cond13",20,120
"2369","60","Freerider","STRAT","cond13",0,120
"2370","88","UncondCoop","PREF","cond13",200,120
"2371","15","CondCoop","STRAT","cond13",60,120
"2372","107","Others","PREF","cond13",50,120
"2373","79","Others","PREF","cond13",140,120
"2374","39","CondCoop","STRAT","cond13",50,120
"2375","119","Freerider","PREF","cond13",0,120
"2376","47","Freerider","STRAT","cond13",10,120
"2377","120","Freerider","PREF","cond13",0,120
"2378","122","Freerider","PREF","cond13",0,120
"2379","150","CondCoop","RAND","cond13",170,120
"2380","168","CondCoop","RAND","cond13",120,120
"2381","55","Freerider","STRAT","cond13",0,120
"2382","112","Freerider","PREF","cond13",0,120
"2383","182","CondCoop","RAND","cond13",120,120
"2384","65","Others","STRAT","cond13",50,120
"2385","24","CondCoop","STRAT","cond13",65,120
"2386","134","Others","PREF","cond13",0,120
"2387","144","Freerider","PREF","cond13",0,120
"2388","143","Others","PREF","cond13",45,120
"2389","25","Others","STRAT","cond13",120,120
"2390","153","CondCoop","RAND","cond13",60,120
"2391","165","Freerider","RAND","cond13",0,120
"2392","129","Freerider","PREF","cond13",0,120
"2393","161","CondCoop","RAND","cond13",100,120
"2394","113","Others","PREF","cond13",0,120
"2395","146","Others","RAND","cond13",20,120
"2396","89","Freerider","PREF","cond13",0,120
"2397","20","CondCoop","STRAT","cond13",200,120
"2398","43","CondCoop","STRAT","cond13",50,120
"2399","175","Others","RAND","cond13",20,120
"2400","167","Others","RAND","cond13",70,120
"2401","166","CondCoop","RAND","cond13",130,120
"2402","184","Freerider","RAND","cond13",0,120
"2403","95","Others","PREF","cond13",60,120
"2404","14","Freerider","STRAT","cond13",0,120
"2405","164","Others","RAND","cond13",60,120
"2406","54","Others","STRAT","cond13",0,120
"2407","186","CondCoop","RAND","cond13",100,120
"2408","18","Freerider","STRAT","cond13",20,120
"2409","84","Freerider","PREF","cond13",0,120
"2410","101","Others","PREF","cond13",120,120
"2411","36","Freerider","STRAT","cond13",0,120
"2412","98","Freerider","PREF","cond13",0,120
"2413","86","CondCoop","PREF","cond13",120,120
"2414","82","CondCoop","PREF","cond13",130,120
"2415","78","CondCoop","PREF","cond13",110,120
"2416","155","CondCoop","RAND","cond13",100,120
"2417","190","CondCoop","RAND","cond13",60,120
"2418","74","CondCoop","PREF","cond13",110,120
"2419","90","CondCoop","PREF","cond13",100,120
"2420","140","CondCoop","PREF","cond13",120,120
"2421","102","CondCoop","PREF","cond13",125,120
"2422","189","CondCoop","RAND","cond13",119,120
"2423","93","CondCoop","PREF","cond13",120,120
"2424","75","CondCoop","PREF","cond13",100,120
"2425","81","CondCoop","PREF","cond13",80,120
"2426","73","CondCoop","PREF","cond13",60,120
"2427","191","CondCoop","RAND","cond13",110,120
"2428","123","CondCoop","PREF","cond13",30,120
"2429","77","CondCoop","PREF","cond13",50,120
"2430","139","CondCoop","PREF","cond13",100,120
"2431","109","CondCoop","PREF","cond13",100,120
"2432","28","CondCoop","STRAT","cond13",55,120
"2433","118","CondCoop","PREF","cond13",30,120
"2434","131","CondCoop","PREF","cond13",60,120
"2435","96","CondCoop","PREF","cond13",0,120
"2436","110","CondCoop","PREF","cond13",200,120
"2437","130","CondCoop","PREF","cond13",80,120
"2438","188","CondCoop","RAND","cond13",40,120
"2439","127","CondCoop","PREF","cond13",40,120
"2440","99","CondCoop","PREF","cond13",120,120
"2441","192","CondCoop","RAND","cond13",120,120
"2442","154","CondCoop","RAND","cond13",50,120
"2443","128","CondCoop","PREF","cond13",120,120
"2444","27","CondCoop","STRAT","cond13",20,120
"2445","136","CondCoop","PREF","cond13",160,120
"2446","126","CondCoop","PREF","cond13",0,120
"2447","46","CondCoop","STRAT","cond13",100,120
"2448","156","CondCoop","RAND","cond13",180,120
"2449","135","CondCoop","PREF","cond13",60,120
"2450","132","CondCoop","PREF","cond13",40,120
"2451","83","CondCoop","PREF","cond13",40,120
"2452","115","CondCoop","PREF","cond13",130,120
"2453","133","CondCoop","PREF","cond13",50,120
"2454","187","CondCoop","RAND","cond13",30,120
"2455","59","CondCoop","STRAT","cond13",120,120
"2456","141","Freerider","PREF","cond13",0,120
"2457","4","CondCoop","STRAT","cond13",120,120
"2458","117","Freerider","PREF","cond13",0,120
"2459","13","Others","STRAT","cond13",80,120
"2460","72","Others","STRAT","cond13",40,120
"2461","179","Freerider","RAND","cond13",0,120
"2462","170","UncondCoop","RAND","cond13",200,120
"2463","103","Freerider","PREF","cond13",0,120
"2464","48","CondCoop","STRAT","cond13",50,120
"2465","1","CondCoop","STRAT","cond13",120,120
"2466","52","CondCoop","STRAT","cond13",80,120
"2467","66","CondCoop","STRAT","cond13",120,120
"2468","124","Freerider","PREF","cond13",0,120
"2469","16","Others","STRAT","cond13",60,120
"2470","71","Freerider","STRAT","cond13",0,120
"2471","92","Freerider","PREF","cond13",0,120
"2472","33","Others","STRAT","cond13",0,120
"2473","3","CondCoop","STRAT","cond13",120,120
"2474","178","Freerider","RAND","cond13",20,120
"2475","69","Freerider","STRAT","cond13",0,120
"2476","169","Others","RAND","cond13",120,120
"2477","94","Freerider","PREF","cond13",0,120
"2478","19","Others","STRAT","cond13",20,120
"2479","26","CondCoop","STRAT","cond13",180,120
"2480","106","Freerider","PREF","cond13",0,120
"2481","180","CondCoop","RAND","cond13",80,120
"2482","137","Freerider","PREF","cond13",0,120
"2483","76","Freerider","PREF","cond13",0,120
"2484","171","Freerider","RAND","cond13",0,120
"2485","51","CondCoop","STRAT","cond13",60,120
"2486","32","CondCoop","STRAT","cond13",50,120
"2487","5","CondCoop","STRAT","cond13",100,120
"2488","34","CondCoop","STRAT","cond13",50,120
"2489","7","Freerider","STRAT","cond13",0,120
"2490","29","CondCoop","STRAT","cond13",150,120
"2491","64","CondCoop","STRAT","cond13",72,120
"2492","53","CondCoop","STRAT","cond13",150,120
"2493","49","CondCoop","STRAT","cond13",120,120
"2494","61","CondCoop","STRAT","cond13",50,120
"2495","17","CondCoop","STRAT","cond13",100,120
"2496","62","CondCoop","STRAT","cond13",80,120
"2497","173","CondCoop","RAND","cond14",130,130
"2498","172","CondCoop","RAND","cond14",130,130
"2499","159","Others","RAND","cond14",30,130
"2500","42","CondCoop","STRAT","cond14",70,130
"2501","70","CondCoop","STRAT","cond14",140,130
"2502","41","Freerider","STRAT","cond14",0,130
"2503","21","CondCoop","STRAT","cond14",120,130
"2504","56","Others","STRAT","cond14",125,130
"2505","125","Freerider","PREF","cond14",13,130
"2506","12","Freerider","STRAT","cond14",60,130
"2507","2","UncondCoop","STRAT","cond14",200,130
"2508","11","CondCoop","STRAT","cond14",100,130
"2509","174","Freerider","RAND","cond14",30,130
"2510","23","CondCoop","STRAT","cond14",75,130
"2511","116","CondCoop","PREF","cond14",160,130
"2512","138","Freerider","PREF","cond14",8,130
"2513","157","Freerider","RAND","cond14",0,130
"2514","38","Others","STRAT","cond14",70,130
"2515","44","CondCoop","STRAT","cond14",50,130
"2516","142","Others","PREF","cond14",20,130
"2517","8","CondCoop","STRAT","cond14",130,130
"2518","87","Freerider","PREF","cond14",0,130
"2519","57","CondCoop","STRAT","cond14",50,130
"2520","31","Freerider","STRAT","cond14",0,130
"2521","149","Freerider","RAND","cond14",0,130
"2522","152","CondCoop","RAND","cond14",80,130
"2523","177","Freerider","RAND","cond14",0,130
"2524","162","Others","RAND","cond14",50,130
"2525","37","Freerider","STRAT","cond14",0,130
"2526","145","Freerider","RAND","cond14",20,130
"2527","45","CondCoop","STRAT","cond14",130,130
"2528","147","CondCoop","RAND","cond14",120,130
"2529","35","Freerider","STRAT","cond14",0,130
"2530","105","Others","PREF","cond14",70,130
"2531","185","CondCoop","RAND","cond14",100,130
"2532","40","Freerider","STRAT","cond14",0,130
"2533","163","CondCoop","RAND","cond14",130,130
"2534","68","CondCoop","STRAT","cond14",65,130
"2535","10","CondCoop","STRAT","cond14",130,130
"2536","63","Others","STRAT","cond14",20,130
"2537","160","Freerider","RAND","cond14",0,130
"2538","97","CondCoop","PREF","cond14",65,130
"2539","114","Others","PREF","cond14",30,130
"2540","176","Others","RAND","cond14",80,130
"2541","9","UncondCoop","STRAT","cond14",150,130
"2542","50","CondCoop","STRAT","cond14",160,130
"2543","111","Others","PREF","cond14",200,130
"2544","91","Freerider","PREF","cond14",0,130
"2545","67","Freerider","STRAT","cond14",0,130
"2546","151","Others","RAND","cond14",200,130
"2547","58","Others","STRAT","cond14",80,130
"2548","22","Others","STRAT","cond14",160,130
"2549","158","Freerider","RAND","cond14",0,130
"2550","85","Others","PREF","cond14",100,130
"2551","148","CondCoop","RAND","cond14",130,130
"2552","6","Freerider","STRAT","cond14",10,130
"2553","183","CondCoop","RAND","cond14",50,130
"2554","121","Freerider","PREF","cond14",0,130
"2555","104","Freerider","PREF","cond14",0,130
"2556","181","Freerider","RAND","cond14",0,130
"2557","100","Freerider","PREF","cond14",10,130
"2558","108","Freerider","PREF","cond14",0,130
"2559","80","Freerider","PREF","cond14",0,130
"2560","30","UncondCoop","STRAT","cond14",20,130
"2561","60","Freerider","STRAT","cond14",0,130
"2562","88","UncondCoop","PREF","cond14",200,130
"2563","15","CondCoop","STRAT","cond14",65,130
"2564","107","Others","PREF","cond14",40,130
"2565","79","Others","PREF","cond14",120,130
"2566","39","CondCoop","STRAT","cond14",55,130
"2567","119","Freerider","PREF","cond14",0,130
"2568","47","Freerider","STRAT","cond14",10,130
"2569","120","Freerider","PREF","cond14",0,130
"2570","122","Freerider","PREF","cond14",0,130
"2571","150","CondCoop","RAND","cond14",180,130
"2572","168","CondCoop","RAND","cond14",130,130
"2573","55","Freerider","STRAT","cond14",0,130
"2574","112","Freerider","PREF","cond14",0,130
"2575","182","CondCoop","RAND","cond14",130,130
"2576","65","Others","STRAT","cond14",50,130
"2577","24","CondCoop","STRAT","cond14",70,130
"2578","134","Others","PREF","cond14",0,130
"2579","144","Freerider","PREF","cond14",0,130
"2580","143","Others","PREF","cond14",40,130
"2581","25","Others","STRAT","cond14",126,130
"2582","153","CondCoop","RAND","cond14",60,130
"2583","165","Freerider","RAND","cond14",0,130
"2584","129","Freerider","PREF","cond14",0,130
"2585","161","CondCoop","RAND","cond14",100,130
"2586","113","Others","PREF","cond14",0,130
"2587","146","Others","RAND","cond14",40,130
"2588","89","Freerider","PREF","cond14",0,130
"2589","20","CondCoop","STRAT","cond14",200,130
"2590","43","CondCoop","STRAT","cond14",50,130
"2591","175","Others","RAND","cond14",60,130
"2592","167","Others","RAND","cond14",50,130
"2593","166","CondCoop","RAND","cond14",150,130
"2594","184","Freerider","RAND","cond14",0,130
"2595","95","Others","PREF","cond14",60,130
"2596","14","Freerider","STRAT","cond14",0,130
"2597","164","Others","RAND","cond14",65,130
"2598","54","Others","STRAT","cond14",100,130
"2599","186","CondCoop","RAND","cond14",100,130
"2600","18","Freerider","STRAT","cond14",20,130
"2601","84","Freerider","PREF","cond14",0,130
"2602","101","Others","PREF","cond14",130,130
"2603","36","Freerider","STRAT","cond14",0,130
"2604","98","Freerider","PREF","cond14",0,130
"2605","86","CondCoop","PREF","cond14",130,130
"2606","82","CondCoop","PREF","cond14",140,130
"2607","78","CondCoop","PREF","cond14",120,130
"2608","155","CondCoop","RAND","cond14",100,130
"2609","190","CondCoop","RAND","cond14",70,130
"2610","74","CondCoop","PREF","cond14",130,130
"2611","90","CondCoop","PREF","cond14",100,130
"2612","140","CondCoop","PREF","cond14",130,130
"2613","102","CondCoop","PREF","cond14",130,130
"2614","189","CondCoop","RAND","cond14",129,130
"2615","93","CondCoop","PREF","cond14",100,130
"2616","75","CondCoop","PREF","cond14",100,130
"2617","81","CondCoop","PREF","cond14",80,130
"2618","73","CondCoop","PREF","cond14",65,130
"2619","191","CondCoop","RAND","cond14",120,130
"2620","123","CondCoop","PREF","cond14",30,130
"2621","77","CondCoop","PREF","cond14",50,130
"2622","139","CondCoop","PREF","cond14",100,130
"2623","109","CondCoop","PREF","cond14",100,130
"2624","28","CondCoop","STRAT","cond14",60,130
"2625","118","CondCoop","PREF","cond14",65,130
"2626","131","CondCoop","PREF","cond14",65,130
"2627","96","CondCoop","PREF","cond14",0,130
"2628","110","CondCoop","PREF","cond14",200,130
"2629","130","CondCoop","PREF","cond14",100,130
"2630","188","CondCoop","RAND","cond14",40,130
"2631","127","CondCoop","PREF","cond14",40,130
"2632","99","CondCoop","PREF","cond14",130,130
"2633","192","CondCoop","RAND","cond14",130,130
"2634","154","CondCoop","RAND","cond14",50,130
"2635","128","CondCoop","PREF","cond14",130,130
"2636","27","CondCoop","STRAT","cond14",30,130
"2637","136","CondCoop","PREF","cond14",170,130
"2638","126","CondCoop","PREF","cond14",0,130
"2639","46","CondCoop","STRAT","cond14",100,130
"2640","156","CondCoop","RAND","cond14",180,130
"2641","135","CondCoop","PREF","cond14",65,130
"2642","132","CondCoop","PREF","cond14",50,130
"2643","83","CondCoop","PREF","cond14",50,130
"2644","115","CondCoop","PREF","cond14",130,130
"2645","133","CondCoop","PREF","cond14",50,130
"2646","187","CondCoop","RAND","cond14",30,130
"2647","59","CondCoop","STRAT","cond14",130,130
"2648","141","Freerider","PREF","cond14",0,130
"2649","4","CondCoop","STRAT","cond14",130,130
"2650","117","Freerider","PREF","cond14",0,130
"2651","13","Others","STRAT","cond14",90,130
"2652","72","Others","STRAT","cond14",35,130
"2653","179","Freerider","RAND","cond14",0,130
"2654","170","UncondCoop","RAND","cond14",200,130
"2655","103","Freerider","PREF","cond14",0,130
"2656","48","CondCoop","STRAT","cond14",55,130
"2657","1","CondCoop","STRAT","cond14",130,130
"2658","52","CondCoop","STRAT","cond14",80,130
"2659","66","CondCoop","STRAT","cond14",130,130
"2660","124","Freerider","PREF","cond14",0,130
"2661","16","Others","STRAT","cond14",50,130
"2662","71","Freerider","STRAT","cond14",0,130
"2663","92","Freerider","PREF","cond14",0,130
"2664","33","Others","STRAT","cond14",0,130
"2665","3","CondCoop","STRAT","cond14",130,130
"2666","178","Freerider","RAND","cond14",20,130
